I,II,III,AVR,AVL,AVF,V1,V2,V3,V4,V5,V6
0.02812,-0.23144,-0.31784,0.17126,0.17946,-0.27108,0.25166,0.15282,0.19208,0.19838,-0.01528,-0.22464
0.004,-0.24606,-0.31784,0.1936,0.16276,-0.2816,0.24668,0.15072,0.1885,0.19496,-0.01748,-0.22834
-0.00402,-0.24606,-0.31784,0.1936,0.15442,-0.27634,0.2417,0.14864,0.1867,0.19324,-0.01748,-0.22834
0.01204,-0.2363,-0.31784,0.1787,0.16276,-0.27108,0.24668,0.14864,0.1867,0.19324,-0.01748,-0.22092
0.0442,-0.22656,-0.32346,0.15636,0.18782,-0.27108,0.24668,0.15072,0.1903,0.19324,-0.01748,-0.22092
0.06028,-0.2217,-0.32908,0.14892,0.20452,-0.27108,0.24668,0.15072,0.1903,0.19152,-0.01748,-0.22092
0.02812,-0.24118,-0.32908,0.1787,0.18782,-0.2816,0.2417,0.15072,0.1885,0.1898,-0.01966,-0.22464
0.02008,-0.24118,-0.32346,0.1787,0.17946,-0.2816,0.24668,0.14864,0.1885,0.19152,-0.01966,-0.22464
0.02008,-0.24118,-0.32346,0.1787,0.17946,-0.2816,0.24668,0.15072,0.1903,0.19324,-0.01748,-0.22464
0.004,-0.24606,-0.31784,0.1936,0.16276,-0.2816,0.2417,0.15072,0.1885,0.19324,-0.01748,-0.22464
-0.00402,-0.24606,-0.31784,0.1936,0.15442,-0.27634,0.2367,0.14654,0.1849,0.19152,-0.01966,-0.22834
0.004,-0.2558,-0.32908,0.20104,0.17112,-0.29214,0.23172,0.14444,0.18312,0.18808,-0.01966,-0.23206
0.01204,-0.24118,-0.31784,0.18614,0.17112,-0.27634,0.2367,0.14444,0.1849,0.19152,-0.01966,-0.22464
0.004,-0.24118,-0.31784,0.18614,0.16276,-0.27634,0.2367,0.14444,0.1849,0.18808,-0.01966,-0.22464
0.01204,-0.24118,-0.31784,0.18614,0.17112,-0.27634,0.2417,0.14234,0.1849,0.18636,-0.02184,-0.22464
0.01204,-0.24118,-0.31784,0.18614,0.17112,-0.27634,0.2417,0.14444,0.1849,0.18636,-0.01966,-0.22464
-0.00402,-0.24118,-0.3122,0.1936,0.15442,-0.27108,0.2367,0.14444,0.1849,0.18636,-0.01966,-0.22464
0.01204,-0.2363,-0.31784,0.1787,0.16276,-0.27108,0.2367,0.14026,0.1849,0.18808,-0.02184,-0.22834
0.004,-0.25092,-0.32346,0.1936,0.17112,-0.28688,0.23172,0.13816,0.1849,0.18636,-0.02184,-0.23206
0.004,-0.24606,-0.31784,0.1936,0.16276,-0.2816,0.2417,0.14026,0.18312,0.18808,-0.02184,-0.23206
-0.00402,-0.24118,-0.3122,0.1936,0.15442,-0.27108,0.2417,0.13816,0.18312,0.18808,-0.02184,-0.23206
-0.0201,-0.26068,-0.31784,0.21594,0.15442,-0.28688,0.2367,0.13816,0.18132,0.18636,-0.02184,-0.23206
-0.02814,-0.26068,-0.31784,0.21594,0.14608,-0.28688,0.23172,0.13606,0.17772,0.18464,-0.02184,-0.23578
-0.01206,-0.24606,-0.3122,0.20104,0.14608,-0.27634,0.2367,0.13816,0.17952,0.18464,-0.02184,-0.23206
0.02008,-0.24606,-0.32908,0.18614,0.17946,-0.28688,0.2367,0.13606,0.17772,0.18464,-0.02402,-0.23206
0.01204,-0.24118,-0.31784,0.18614,0.17112,-0.27634,0.2367,0.13816,0.17772,0.18292,-0.02402,-0.23206
-0.00402,-0.25092,-0.31784,0.20104,0.16276,-0.2816,0.2367,0.13816,0.18132,0.18464,-0.02402,-0.23206
-0.0201,-0.2558,-0.31784,0.20848,0.14608,-0.2816,0.2367,0.13816,0.18132,0.18464,-0.02622,-0.23578
-0.00402,-0.2558,-0.32346,0.20104,0.16276,-0.28688,0.2367,0.13816,0.18132,0.18464,-0.02402,-0.23578
0.02008,-0.24606,-0.32908,0.18614,0.17946,-0.28688,0.2367,0.13816,0.18132,0.18808,-0.02184,-0.23206
0.01204,-0.24118,-0.31784,0.18614,0.17112,-0.27634,0.2367,0.13816,0.18132,0.18808,-0.02184,-0.23206
0.02008,-0.2558,-0.34034,0.1936,0.18782,-0.2974,0.23172,0.13606,0.17772,0.18636,-0.02184,-0.23578
0.02812,-0.25092,-0.34034,0.18614,0.19616,-0.29214,0.22176,0.13188,0.17414,0.18464,-0.02622,-0.2432
0.02812,-0.24606,-0.3347,0.1787,0.18782,-0.28688,0.23172,0.13606,0.17592,0.18464,-0.02402,-0.23578
-0.01206,-0.25092,-0.31784,0.20104,0.15442,-0.2816,0.24668,0.14026,0.17952,0.18636,-0.01966,-0.23206
-0.02814,-0.25092,-0.30658,0.20848,0.13772,-0.27634,0.24668,0.14026,0.18132,0.18464,-0.01966,-0.23206
-0.00402,-0.26068,-0.32908,0.20848,0.17112,-0.29214,0.2417,0.14026,0.18132,0.18464,-0.02402,-0.23206
-0.03618,-0.27528,-0.32346,0.23082,0.14608,-0.2974,0.2367,0.13816,0.17952,0.18464,-0.0284,-0.2432
-0.02814,-0.27042,-0.32346,0.22338,0.15442,-0.2974,0.2367,0.13816,0.18132,0.18808,-0.02402,-0.23948
-0.01206,-0.2558,-0.31784,0.20848,0.15442,-0.28688,0.2417,0.14026,0.18132,0.18808,-0.01966,-0.23206
0.01204,-0.2558,-0.3347,0.1936,0.17946,-0.29214,0.2417,0.13816,0.18132,0.18808,-0.02184,-0.23206
0.02008,-0.25092,-0.3347,0.18614,0.18782,-0.29214,0.2367,0.13816,0.17952,0.18636,-0.01966,-0.23578
0.01204,-0.2558,-0.3347,0.1936,0.17946,-0.29214,0.23172,0.13816,0.17952,0.18636,-0.01966,-0.23578
0.004,-0.25092,-0.32346,0.1936,0.17112,-0.28688,0.2367,0.14026,0.18132,0.18636,-0.01966,-0.23206
0.004,-0.25092,-0.32346,0.1936,0.17112,-0.28688,0.2367,0.14026,0.17952,0.18464,-0.02184,-0.23578
0.004,-0.2558,-0.32908,0.20104,0.17112,-0.29214,0.2367,0.13816,0.17952,0.18292,-0.02402,-0.23578
-0.00402,-0.26068,-0.32908,0.20848,0.17112,-0.29214,0.23172,0.14026,0.18132,0.18292,-0.02622,-0.23578
-0.00402,-0.2558,-0.32346,0.20104,0.16276,-0.28688,0.23172,0.13816,0.17952,0.18464,-0.02622,-0.23948
-0.01206,-0.26554,-0.32908,0.21594,0.16276,-0.2974,0.22674,0.13816,0.17952,0.18292,-0.0284,-0.23948
-0.02814,-0.27042,-0.32346,0.22338,0.15442,-0.2974,0.23172,0.13606,0.17952,0.18464,-0.02622,-0.23578
-0.02814,-0.27042,-0.32346,0.22338,0.15442,-0.2974,0.23172,0.13816,0.17952,0.18464,-0.0284,-0.23578
-0.00402,-0.26554,-0.3347,0.20848,0.17112,-0.2974,0.23172,0.13606,0.17772,0.18464,-0.02622,-0.23948
0.02008,-0.24606,-0.32908,0.18614,0.17946,-0.28688,0.2367,0.14026,0.17952,0.18636,-0.02402,-0.23578
0.02008,-0.24606,-0.32908,0.18614,0.17946,-0.28688,0.2367,0.14026,0.17952,0.18636,-0.02402,-0.23206
0.02008,-0.24606,-0.32908,0.18614,0.17946,-0.28688,0.2367,0.14026,0.17952,0.18464,-0.02184,-0.22834
-0.01206,-0.25092,-0.31784,0.20104,0.15442,-0.2816,0.2417,0.14234,0.17952,0.18464,-0.02184,-0.22834
0.004,-0.25092,-0.32346,0.1936,0.17112,-0.28688,0.2367,0.14234,0.17952,0.18464,-0.02402,-0.22834
-0.00402,-0.25092,-0.31784,0.20104,0.16276,-0.2816,0.2367,0.14026,0.18132,0.18464,-0.02622,-0.23578
-0.03618,-0.27042,-0.31784,0.23082,0.14608,-0.29214,0.2417,0.14234,0.18312,0.18636,-0.02402,-0.23206
-0.01206,-0.27528,-0.34034,0.22338,0.17112,-0.30792,0.23172,0.13816,0.17952,0.18464,-0.02622,-0.23206
0.02008,-0.26068,-0.34596,0.1936,0.19616,-0.30266,0.23172,0.13816,0.17952,0.18636,-0.02402,-0.23578
0.01204,-0.26068,-0.34034,0.20104,0.18782,-0.2974,0.2417,0.14026,0.18132,0.18808,-0.01966,-0.23206
0.004,-0.2558,-0.32908,0.20104,0.17112,-0.29214,0.2417,0.14026,0.18132,0.18808,-0.01748,-0.23206
-0.00402,-0.26068,-0.32908,0.20848,0.17112,-0.29214,0.2367,0.14026,0.18132,0.18636,-0.01966,-0.23206
-0.01206,-0.26554,-0.32908,0.21594,0.16276,-0.2974,0.23172,0.14026,0.17952,0.18464,-0.02184,-0.23578
-0.00402,-0.27042,-0.34034,0.21594,0.17946,-0.30266,0.22674,0.14026,0.17772,0.18292,-0.02402,-0.23948
0.004,-0.26554,-0.34034,0.20848,0.17946,-0.30266,0.2367,0.14234,0.17952,0.18292,-0.02402,-0.23578
-0.0201,-0.27042,-0.32908,0.22338,0.16276,-0.2974,0.23172,0.14234,0.17952,0.18464,-0.02402,-0.23578
-0.02814,-0.27042,-0.32346,0.22338,0.15442,-0.2974,0.2417,0.14444,0.18132,0.18636,-0.02184,-0.22834
-0.01206,-0.26554,-0.32908,0.21594,0.16276,-0.2974,0.2367,0.14234,0.18132,0.18636,-0.02184,-0.23206
-0.0201,-0.26554,-0.32346,0.21594,0.15442,-0.29214,0.23172,0.14234,0.17952,0.18636,-0.02184,-0.23206
-0.02814,-0.27528,-0.32908,0.23082,0.15442,-0.30266,0.22674,0.14026,0.17772,0.18464,-0.02184,-0.23578
-0.01206,-0.26068,-0.32346,0.20848,0.16276,-0.29214,0.23172,0.14234,0.17772,0.18636,-0.02184,-0.23206
-0.0201,-0.26554,-0.32346,0.21594,0.15442,-0.29214,0.23172,0.14234,0.17952,0.18464,-0.02184,-0.22834
0.004,-0.26068,-0.3347,0.20104,0.17946,-0.2974,0.22674,0.14026,0.17772,0.18292,-0.02184,-0.23206
0.01204,-0.2558,-0.3347,0.1936,0.17946,-0.29214,0.22176,0.14026,0.17772,0.18464,-0.02402,-0.23206
-0.02814,-0.27042,-0.32346,0.22338,0.15442,-0.2974,0.23172,0.14444,0.18132,0.18636,-0.02184,-0.22834
-0.02814,-0.26554,-0.31784,0.22338,0.14608,-0.29214,0.22674,0.14654,0.18132,0.18636,-0.02184,-0.22834
-0.01206,-0.26068,-0.32346,0.20848,0.16276,-0.29214,0.2367,0.14444,0.18132,0.18636,-0.02184,-0.22464
-0.02814,-0.27042,-0.32346,0.22338,0.15442,-0.2974,0.2367,0.14444,0.18132,0.18464,-0.02402,-0.22834
-0.03618,-0.28016,-0.32908,0.23828,0.15442,-0.30266,0.22674,0.14234,0.17772,0.18464,-0.02622,-0.23578
-0.04422,-0.2899,-0.3347,0.24572,0.15442,-0.3132,0.23172,0.14026,0.17592,0.18464,-0.02402,-0.23578
-0.03618,-0.28016,-0.32908,0.23828,0.15442,-0.30266,0.22674,0.14026,0.17414,0.18292,-0.02402,-0.23948
-0.02814,-0.27528,-0.32908,0.23082,0.15442,-0.30266,0.2367,0.14234,0.17592,0.18464,-0.02184,-0.23578
-0.02814,-0.27528,-0.32908,0.23082,0.15442,-0.30266,0.23172,0.14234,0.17414,0.18292,-0.02402,-0.23578
-0.02814,-0.27528,-0.32908,0.23082,0.15442,-0.30266,0.22674,0.14234,0.17592,0.18292,-0.02402,-0.23948
-0.02814,-0.27042,-0.32346,0.22338,0.15442,-0.2974,0.23172,0.14234,0.17772,0.18292,-0.02184,-0.23578
-0.0201,-0.26068,-0.31784,0.21594,0.15442,-0.28688,0.23172,0.14234,0.17952,0.18464,-0.02184,-0.23578
-0.02814,-0.26068,-0.31784,0.21594,0.14608,-0.28688,0.2367,0.14654,0.17952,0.18808,-0.01966,-0.23206
-0.01206,-0.26068,-0.32346,0.20848,0.16276,-0.29214,0.23172,0.14654,0.17952,0.18636,-0.01966,-0.23578
-0.00402,-0.26068,-0.32908,0.20848,0.17112,-0.29214,0.2367,0.14444,0.17772,0.18636,-0.02184,-0.23578
0.004,-0.26068,-0.3347,0.20104,0.17946,-0.2974,0.2367,0.14234,0.17772,0.18636,-0.01966,-0.23578
-0.00402,-0.27042,-0.34034,0.21594,0.17946,-0.30266,0.23172,0.14026,0.17414,0.18292,-0.02184,-0.23948
0.01204,-0.26068,-0.34034,0.20104,0.18782,-0.2974,0.22674,0.14234,0.17414,0.18292,-0.02184,-0.23948
0.004,-0.26068,-0.3347,0.20104,0.17946,-0.2974,0.23172,0.14234,0.17414,0.18292,-0.02184,-0.23948
0.01204,-0.26068,-0.34034,0.20104,0.18782,-0.2974,0.23172,0.14234,0.17592,0.18292,-0.02184,-0.23948
-0.00402,-0.26068,-0.32908,0.20848,0.17112,-0.29214,0.2367,0.14444,0.17772,0.18464,-0.01966,-0.23578
-0.02814,-0.26068,-0.31784,0.21594,0.14608,-0.28688,0.2367,0.14444,0.17772,0.18464,-0.01966,-0.23578
-0.01206,-0.26554,-0.32908,0.21594,0.16276,-0.2974,0.2367,0.14234,0.17772,0.18464,-0.01966,-0.23948
0.01204,-0.25092,-0.32908,0.1936,0.17946,-0.28688,0.2367,0.14234,0.17772,0.18636,-0.01966,-0.23578
0.004,-0.2558,-0.32908,0.20104,0.17112,-0.29214,0.23172,0.14444,0.17592,0.18636,-0.01966,-0.23578
-0.00402,-0.27042,-0.34034,0.21594,0.17946,-0.30266,0.23172,0.14026,0.17414,0.18464,-0.01966,-0.23948
-0.0201,-0.26554,-0.32346,0.21594,0.15442,-0.29214,0.2367,0.14026,0.17414,0.18464,-0.01966,-0.23948
-0.00402,-0.26554,-0.3347,0.20848,0.17112,-0.2974,0.2367,0.13816,0.17414,0.18464,-0.01966,-0.23948
0.004,-0.27042,-0.34596,0.20848,0.18782,-0.30792,0.2367,0.14026,0.17414,0.18464,-0.01748,-0.2432
-0.00402,-0.27042,-0.34034,0.21594,0.17946,-0.30266,0.23172,0.13816,0.17414,0.18292,-0.01966,-0.23948
0.03616,-0.25092,-0.34596,0.1787,0.20452,-0.2974,0.2367,0.14234,0.17772,0.18636,-0.01528,-0.23206
0.02812,-0.24118,-0.32908,0.1787,0.18782,-0.2816,0.2367,0.14444,0.17952,0.18636,-0.01748,-0.23578
0.01204,-0.2558,-0.3347,0.1936,0.17946,-0.29214,0.22674,0.14026,0.17592,0.18464,-0.01748,-0.23948
0.004,-0.26068,-0.3347,0.20104,0.17946,-0.2974,0.22674,0.14234,0.17592,0.18464,-0.01748,-0.23948
0.01204,-0.25092,-0.32908,0.1936,0.17946,-0.28688,0.23172,0.14444,0.17772,0.18464,-0.01528,-0.23948
0.03616,-0.24118,-0.3347,0.17126,0.19616,-0.28688,0.2367,0.14444,0.17772,0.18636,-0.01528,-0.23578
0.004,-0.2558,-0.32908,0.20104,0.17112,-0.29214,0.23172,0.14234,0.17414,0.18464,-0.01528,-0.2432
-0.01206,-0.27042,-0.3347,0.21594,0.17112,-0.30266,0.22674,0.14026,0.17414,0.18292,-0.01966,-0.2432
0.004,-0.26068,-0.3347,0.20104,0.17946,-0.2974,0.22674,0.14234,0.17414,0.1812,-0.01748,-0.2432
0.02812,-0.24606,-0.3347,0.1787,0.18782,-0.28688,0.22674,0.14234,0.17772,0.18292,-0.01528,-0.23578
0.02812,-0.24606,-0.3347,0.1787,0.18782,-0.28688,0.22674,0.14234,0.17772,0.18464,-0.01528,-0.23578
0.02008,-0.24606,-0.32908,0.18614,0.17946,-0.28688,0.22674,0.14234,0.17772,0.18636,-0.01748,-0.23948
0.01204,-0.25092,-0.32908,0.1936,0.17946,-0.28688,0.22176,0.14234,0.17772,0.18636,-0.01748,-0.23948
0.02008,-0.25092,-0.3347,0.18614,0.18782,-0.29214,0.21678,0.14234,0.17592,0.18636,-0.01528,-0.23948
0.02812,-0.24606,-0.3347,0.1787,0.18782,-0.28688,0.2118,0.14234,0.17592,0.18464,-0.01528,-0.23948
0.02812,-0.24606,-0.3347,0.1787,0.18782,-0.28688,0.21678,0.14234,0.17772,0.18636,-0.0131,-0.23948
0.004,-0.24606,-0.31784,0.1936,0.16276,-0.2816,0.2118,0.14026,0.17592,0.18464,-0.0131,-0.23948
-0.01206,-0.26068,-0.32346,0.20848,0.16276,-0.29214,0.2068,0.13816,0.17592,0.18292,-0.01528,-0.23948
-0.01206,-0.26068,-0.32346,0.20848,0.16276,-0.29214,0.2068,0.13816,0.17414,0.18292,-0.01748,-0.23578
-0.00402,-0.26554,-0.3347,0.20848,0.17112,-0.2974,0.2068,0.13816,0.17414,0.18292,-0.01966,-0.23578
0.004,-0.26554,-0.34034,0.20848,0.17946,-0.30266,0.2118,0.13816,0.17414,0.1812,-0.02184,-0.2432
0.004,-0.25092,-0.32346,0.1936,0.17112,-0.28688,0.21678,0.14234,0.17952,0.18464,-0.01748,-0.23948
0.004,-0.25092,-0.32346,0.1936,0.17112,-0.28688,0.22176,0.14026,0.17952,0.18464,-0.01748,-0.23948
0.004,-0.25092,-0.32346,0.1936,0.17112,-0.28688,0.22674,0.14026,0.17772,0.18464,-0.01748,-0.23948
0.004,-0.25092,-0.32346,0.1936,0.17112,-0.28688,0.22674,0.14234,0.17772,0.18636,-0.01528,-0.23948
-0.01206,-0.2558,-0.31784,0.20848,0.15442,-0.28688,0.23172,0.14026,0.17772,0.18636,-0.01528,-0.23948
-0.00402,-0.24606,-0.31784,0.1936,0.15442,-0.27634,0.23172,0.14026,0.17592,0.18636,-0.01528,-0.23948
0.03616,-0.24606,-0.34034,0.1787,0.19616,-0.29214,0.22176,0.13816,0.17414,0.18292,-0.01748,-0.23948
0.0442,-0.2363,-0.3347,0.1638,0.19616,-0.2816,0.23172,0.14234,0.17592,0.18292,-0.01528,-0.23578
0.03616,-0.2363,-0.32908,0.17126,0.18782,-0.2816,0.23172,0.14234,0.17592,0.18292,-0.01528,-0.23578
0.02812,-0.24606,-0.3347,0.1787,0.18782,-0.28688,0.23172,0.14234,0.17592,0.18292,-0.01528,-0.23578
-0.01206,-0.2558,-0.31784,0.20848,0.15442,-0.28688,0.22674,0.14234,0.17772,0.18464,-0.01528,-0.23578
-0.01206,-0.2558,-0.31784,0.20848,0.15442,-0.28688,0.2367,0.14444,0.17772,0.18464,-0.01528,-0.23578
0.01204,-0.24606,-0.32346,0.18614,0.17112,-0.2816,0.2367,0.14444,0.17772,0.18464,-0.01528,-0.23578
0.01204,-0.25092,-0.32908,0.1936,0.17946,-0.28688,0.2417,0.14444,0.17772,0.18464,-0.01528,-0.23578
0.004,-0.26554,-0.34034,0.20848,0.17946,-0.30266,0.2417,0.14234,0.17772,0.18292,-0.01528,-0.23578
0.004,-0.26554,-0.34034,0.20848,0.17946,-0.30266,0.2367,0.14026,0.17592,0.1812,-0.01748,-0.23948
0.004,-0.26068,-0.3347,0.20104,0.17946,-0.2974,0.2417,0.14234,0.17772,0.1812,-0.01528,-0.23578
0.02812,-0.24606,-0.3347,0.1787,0.18782,-0.28688,0.2417,0.14654,0.17952,0.18464,-0.0131,-0.23206
0.02812,-0.25092,-0.34034,0.18614,0.19616,-0.29214,0.2367,0.14654,0.17952,0.18292,-0.0131,-0.23206
0.01204,-0.26068,-0.34034,0.20104,0.18782,-0.2974,0.22674,0.14234,0.17772,0.1812,-0.01528,-0.23578
0.01204,-0.2558,-0.3347,0.1936,0.17946,-0.29214,0.22674,0.14444,0.17772,0.18292,-0.01528,-0.23578
0.02812,-0.25092,-0.34034,0.18614,0.19616,-0.29214,0.22674,0.14444,0.17772,0.18464,-0.01528,-0.23206
0.01204,-0.2558,-0.3347,0.1936,0.17946,-0.29214,0.22674,0.14444,0.17772,0.18292,-0.01748,-0.23578
0.02008,-0.25092,-0.3347,0.18614,0.18782,-0.29214,0.22674,0.14444,0.17772,0.18292,-0.01748,-0.23578
0.02812,-0.24606,-0.3347,0.1787,0.18782,-0.28688,0.22674,0.14444,0.17772,0.18464,-0.0131,-0.23578
0.02812,-0.24606,-0.3347,0.1787,0.18782,-0.28688,0.22674,0.14444,0.17592,0.18292,-0.0131,-0.23206
0.03616,-0.25092,-0.34596,0.1787,0.20452,-0.2974,0.22674,0.14444,0.17592,0.1812,-0.01528,-0.23578
0.02812,-0.2558,-0.34596,0.18614,0.19616,-0.2974,0.22674,0.14444,0.17772,0.1812,-0.0131,-0.23206
0.0442,-0.24118,-0.34034,0.17126,0.20452,-0.28688,0.22674,0.14444,0.17772,0.1795,-0.0131,-0.23206
0.03616,-0.2363,-0.32908,0.17126,0.18782,-0.2816,0.23172,0.14864,0.18132,0.18464,-0.01092,-0.22834
0.01204,-0.24606,-0.32346,0.18614,0.17112,-0.2816,0.23172,0.14864,0.18132,0.18464,-0.01092,-0.23206
0.01204,-0.2558,-0.3347,0.1936,0.17946,-0.29214,0.22674,0.14444,0.17952,0.18464,-0.0131,-0.23206
0.03616,-0.25092,-0.34596,0.1787,0.20452,-0.2974,0.23172,0.14654,0.17952,0.18464,-0.01092,-0.23206
0.05224,-0.24606,-0.35158,0.17126,0.20452,-0.2974,0.23172,0.14654,0.17952,0.18464,-0.01092,-0.23206
0.03616,-0.25092,-0.34596,0.1787,0.20452,-0.2974,0.2417,0.14654,0.17772,0.18464,-0.00874,-0.23206
0.02008,-0.2558,-0.34034,0.1936,0.18782,-0.2974,0.2417,0.14654,0.17952,0.18636,-0.00874,-0.22834
0.0442,-0.25092,-0.35158,0.1787,0.20452,-0.2974,0.23172,0.14444,0.17772,0.18464,-0.01092,-0.23206
0.05224,-0.24118,-0.34596,0.1638,0.20452,-0.29214,0.2367,0.14444,0.17772,0.18464,-0.01092,-0.23206
0.02008,-0.24118,-0.32346,0.1787,0.17946,-0.2816,0.2417,0.14654,0.17952,0.18464,-0.01092,-0.22834
-0.00402,-0.24606,-0.31784,0.1936,0.15442,-0.27634,0.2367,0.14654,0.18132,0.18636,-0.01092,-0.22834
0.01204,-0.24606,-0.32346,0.18614,0.17112,-0.2816,0.23172,0.14654,0.17952,0.18292,-0.01528,-0.23578
0.02812,-0.24118,-0.32908,0.1787,0.18782,-0.2816,0.2417,0.14654,0.18132,0.18636,-0.01092,-0.23206
0.03616,-0.21682,-0.3122,0.15636,0.17112,-0.26056,0.25664,0.15282,0.1867,0.19152,-0.00874,-0.22464
0.05224,-0.21194,-0.31784,0.14146,0.18782,-0.26056,0.25664,0.15282,0.1867,0.19152,-0.00874,-0.22464
0.0442,-0.2217,-0.31784,0.15636,0.18782,-0.26582,0.26162,0.15282,0.1849,0.19152,-0.00656,-0.22464
0.03616,-0.2217,-0.31784,0.15636,0.17946,-0.26582,0.25664,0.15282,0.1849,0.1898,-0.00656,-0.22464
0.0442,-0.21194,-0.3122,0.14892,0.17946,-0.2553,0.26162,0.15492,0.1867,0.19152,-0.00218,-0.22092
0.05224,-0.20708,-0.3122,0.14146,0.17946,-0.2553,0.26662,0.15492,0.1885,0.19496,0.0,-0.22092
0.05224,-0.20708,-0.3122,0.14146,0.17946,-0.2553,0.26662,0.157,0.1903,0.19496,0.00216,-0.22092
0.06028,-0.19734,-0.30096,0.12658,0.17946,-0.24476,0.26662,0.1591,0.19388,0.19838,0.00216,-0.2172
0.06832,-0.18758,-0.29534,0.11912,0.17946,-0.2395,0.26662,0.1612,0.19568,0.2001,0.00216,-0.2172
0.08442,-0.18758,-0.30658,0.11168,0.19616,-0.24476,0.2716,0.16328,0.19748,0.20182,0.00436,-0.22092
0.08442,-0.17784,-0.29534,0.10422,0.18782,-0.23424,0.28156,0.16538,0.19926,0.20354,0.00654,-0.2172
0.08442,-0.17296,-0.29534,0.09678,0.18782,-0.22898,0.29152,0.16956,0.20106,0.20526,0.00654,-0.2135
0.08442,-0.17784,-0.29534,0.10422,0.18782,-0.23424,0.29152,0.16956,0.20286,0.20698,0.00654,-0.2135
0.09246,-0.17784,-0.30658,0.09678,0.20452,-0.2395,0.29652,0.17166,0.20286,0.20526,0.00654,-0.2135
0.09246,-0.18272,-0.3122,0.10422,0.20452,-0.24476,0.29652,0.17166,0.20286,0.20698,0.00654,-0.20978
0.07636,-0.19246,-0.30658,0.11912,0.18782,-0.24476,0.3015,0.17166,0.20466,0.20526,0.00436,-0.2135
0.06832,-0.19246,-0.30096,0.12658,0.17946,-0.24476,0.31146,0.17584,0.20646,0.20698,0.00872,-0.20978
0.08442,-0.18272,-0.30658,0.10422,0.19616,-0.2395,0.32142,0.18214,0.21184,0.21212,0.0109,-0.19864
0.08442,-0.18272,-0.30658,0.10422,0.19616,-0.2395,0.31644,0.18214,0.21364,0.21212,0.0109,-0.19864
0.08442,-0.19246,-0.3122,0.11912,0.19616,-0.25002,0.31644,0.18214,0.21184,0.21384,0.0109,-0.19864
0.1005,-0.19246,-0.32346,0.10422,0.21286,-0.2553,0.32142,0.18004,0.21184,0.21384,0.01308,-0.19864
0.1407,-0.18272,-0.34034,0.08188,0.24626,-0.2553,0.31644,0.18214,0.21184,0.21556,0.01308,-0.19864
0.1407,-0.17296,-0.32908,0.07444,0.2379,-0.25002,0.31644,0.18214,0.21004,0.21556,0.01308,-0.19864
0.10854,-0.1681,-0.30658,0.08188,0.20452,-0.23424,0.31644,0.18214,0.21184,0.21556,0.01528,-0.19122
0.1005,-0.17296,-0.30658,0.08934,0.20452,-0.23424,0.32142,0.18422,0.21722,0.219,0.02182,-0.1875
0.11658,-0.17784,-0.31784,0.08934,0.2212,-0.24476,0.3015,0.18214,0.21542,0.219,0.01964,-0.19122
0.10854,-0.18272,-0.31784,0.09678,0.21286,-0.25002,0.29152,0.18214,0.21364,0.21728,0.01964,-0.19122
0.10854,-0.18272,-0.31784,0.09678,0.21286,-0.25002,0.27658,0.17584,0.21184,0.21728,0.01964,-0.1875
0.14874,-0.17784,-0.34034,0.07444,0.2546,-0.2553,0.26662,0.17166,0.21004,0.21728,0.01964,-0.1875
0.15678,-0.17784,-0.34596,0.067,0.26294,-0.2553,0.25664,0.16956,0.20824,0.219,0.01964,-0.1875
0.1407,-0.19246,-0.35158,0.08934,0.2546,-0.26582,0.2417,0.16748,0.20646,0.21728,0.01964,-0.1838
0.12462,-0.19734,-0.34596,0.09678,0.24626,-0.26582,0.23172,0.16538,0.20286,0.21728,0.01964,-0.1875
0.14874,-0.19734,-0.36284,0.08934,0.2713,-0.27108,0.22176,0.1612,0.19926,0.21212,0.01964,-0.1838
0.16482,-0.19246,-0.36846,0.07444,0.27964,-0.27108,0.22176,0.1591,0.19748,0.21042,0.01746,-0.1838
0.14874,-0.19734,-0.36284,0.08934,0.2713,-0.27108,0.22674,0.1591,0.19748,0.2087,0.01528,-0.1875
0.1407,-0.19734,-0.3572,0.08934,0.26294,-0.27108,0.22674,0.1591,0.19568,0.20526,0.01308,-0.19122
0.13266,-0.19734,-0.3572,0.09678,0.2546,-0.27108,0.2367,0.1591,0.19388,0.20354,0.0109,-0.19492
0.12462,-0.20708,-0.36284,0.11168,0.2546,-0.2816,0.2367,0.1612,0.19568,0.20182,0.00654,-0.19864
0.11658,-0.2217,-0.37408,0.12658,0.26294,-0.29214,0.22176,0.1591,0.19208,0.20182,0.00654,-0.19864
0.14874,-0.21682,-0.39096,0.10422,0.288,-0.2974,0.22176,0.15492,0.1903,0.2001,0.00436,-0.20236
0.16482,-0.20708,-0.39096,0.08934,0.29634,-0.29214,0.21678,0.15282,0.1903,0.19666,0.00436,-0.19864
0.16482,-0.21682,-0.4022,0.09678,0.30468,-0.30266,0.20182,0.14864,0.1849,0.19496,0.00216,-0.20236
0.15678,-0.2217,-0.4022,0.10422,0.30468,-0.30792,0.19186,0.14234,0.18132,0.19152,0.0,-0.20978
0.17286,-0.21682,-0.40784,0.09678,0.31304,-0.30792,0.19186,0.14234,0.18132,0.19324,0.00216,-0.20606
0.16482,-0.21682,-0.4022,0.09678,0.30468,-0.30266,0.19186,0.14026,0.18132,0.19324,0.00216,-0.20606
0.13266,-0.22656,-0.39096,0.11912,0.27964,-0.30266,0.19186,0.14026,0.17952,0.1898,0.0,-0.20606
