Time (s),I,II,III,AVR,AVL,AVF,V1,V2,V3,V4,V5,V6
1.502,0.13266,-0.21682,-0.3797,0.11168,0.2713,-0.29214,0.3912,0.27426,0.35188,0.35128,0.10264,-0.1281
1.504,0.17286,-0.18758,-0.36846,0.067,0.288,-0.27108,0.39618,0.27844,0.35906,0.35986,0.1092,-0.11696
1.506,0.1809,-0.19734,-0.38534,0.07444,0.30468,-0.2816,0.39618,0.28262,0.36086,0.35986,0.10702,-0.12068
1.508,0.16482,-0.19734,-0.3797,0.08188,0.288,-0.2816,0.40116,0.28262,0.36444,0.36502,0.1092,-0.12438
1.51,0.15678,-0.19734,-0.37408,0.08934,0.27964,-0.2816,0.41114,0.28472,0.36804,0.37016,0.11138,-0.12438
1.512,0.15678,-0.2022,-0.3797,0.08934,0.288,-0.28688,0.41612,0.2889,0.37342,0.37532,0.11358,-0.12438
1.514,0.15678,-0.20708,-0.38534,0.09678,0.288,-0.29214,0.4211,0.2931,0.37702,0.38048,0.11794,-0.12068
1.516,0.1809,-0.20708,-0.4022,0.08188,0.31304,-0.2974,0.41612,0.29938,0.3806,0.3839,0.12012,-0.11696
1.518,0.1809,-0.20708,-0.4022,0.08188,0.31304,-0.2974,0.4211,0.30148,0.3824,0.38562,0.1245,-0.10954
1.52,0.14874,-0.21194,-0.38534,0.10422,0.288,-0.29214,0.4211,0.30566,0.38778,0.38906,0.12886,-0.1021
1.522,0.16482,-0.20708,-0.39096,0.08934,0.29634,-0.29214,0.41612,0.30984,0.39318,0.3925,0.13324,-0.1021
1.524,0.19698,-0.19734,-0.4022,0.067,0.32138,-0.29214,0.41612,0.31194,0.40036,0.39936,0.1376,-0.0984
1.526,0.20502,-0.19734,-0.4022,0.05954,0.32974,-0.29214,0.41612,0.31612,0.40574,0.4028,0.13324,-0.1021
1.528,0.19698,-0.19734,-0.39658,0.067,0.32138,-0.28688,0.4211,0.31822,0.40934,0.40624,0.13542,-0.1021
1.53,0.19698,-0.19734,-0.39658,0.067,0.32138,-0.28688,0.42608,0.3245,0.41652,0.41654,0.14196,-0.0984
1.532,0.2211,-0.18272,-0.39658,0.04466,0.32974,-0.2816,0.44104,0.33078,0.4219,0.42342,0.1507,-0.09468
1.534,0.20502,-0.19246,-0.39658,0.05954,0.32138,-0.28688,0.45598,0.33706,0.42728,0.43028,0.15726,-0.08726
1.536,0.20502,-0.19246,-0.39658,0.05954,0.32138,-0.28688,0.46096,0.34334,0.43446,0.43544,0.16382,-0.08354
1.538,0.22914,-0.18272,-0.4022,0.0372,0.33808,-0.2816,0.46596,0.34754,0.43986,0.43888,0.17036,-0.0724
1.54,0.23718,-0.18758,-0.41346,0.0372,0.35478,-0.29214,0.46596,0.35172,0.44344,0.44404,0.17474,-0.06868
1.542,0.22914,-0.18758,-0.40784,0.04466,0.34642,-0.28688,0.47094,0.35382,0.44884,0.44574,0.17692,-0.06868
1.544,0.21306,-0.19734,-0.40784,0.05954,0.33808,-0.29214,0.47094,0.3601,0.45602,0.45262,0.18128,-0.06498
1.546,0.23718,-0.18272,-0.40784,0.0372,0.34642,-0.28688,0.46596,0.36638,0.4632,0.4595,0.18348,-0.06498
1.548,0.2613,-0.15836,-0.39658,0.00742,0.35478,-0.26582,0.48588,0.37476,0.47396,0.4698,0.19222,-0.05756
1.55,0.2613,-0.15836,-0.39658,0.00742,0.35478,-0.26582,0.4809,0.38104,0.48116,0.4801,0.19658,-0.05012
1.552,0.25326,-0.17296,-0.40784,0.02232,0.35478,-0.2816,0.49088,0.38732,0.48834,0.48698,0.20094,-0.04642
1.554,0.26936,-0.18272,-0.43034,0.02232,0.37982,-0.2974,0.50084,0.39568,0.4973,0.49728,0.20968,-0.03528
1.556,0.2774,-0.18272,-0.43596,0.01486,0.38816,-0.2974,0.50582,0.40196,0.5027,0.50072,0.21624,-0.03156
1.558,0.2774,-0.17784,-0.43034,0.01486,0.38816,-0.29214,0.51578,0.40616,0.50988,0.50588,0.2228,-0.02414
1.56,0.28544,-0.17784,-0.43596,0.00742,0.39652,-0.2974,0.52078,0.41244,0.51706,0.51446,0.23154,-0.0167
1.562,0.28544,-0.17784,-0.43596,0.00742,0.39652,-0.2974,0.52576,0.41872,0.52424,0.52134,0.2359,-0.013
1.564,0.30152,-0.17296,-0.44158,0.0,0.40486,-0.2974,0.53074,0.425,0.53322,0.5282,0.23808,-0.00928
1.566,0.33368,-0.15836,-0.4472,-0.0298,0.42992,-0.29214,0.52576,0.43128,0.5404,0.5368,0.24464,-0.00558
1.568,0.3176,-0.14374,-0.41908,-0.0298,0.39652,-0.27108,0.53572,0.43756,0.55296,0.54882,0.25556,0.00184
1.57,0.28544,-0.1486,-0.4022,-0.0149,0.37148,-0.26582,0.55068,0.44594,0.56194,0.56084,0.2643,0.00926
1.572,0.33368,-0.14374,-0.43034,-0.03724,0.41322,-0.27634,0.55068,0.45012,0.56734,0.56772,0.27086,0.01298
1.574,0.33368,-0.1486,-0.43596,-0.03724,0.42156,-0.2816,0.55068,0.45432,0.57452,0.57458,0.27958,0.0204
1.576,0.32564,-0.14374,-0.4247,-0.03724,0.40486,-0.27108,0.56064,0.46688,0.58528,0.58318,0.29052,0.03526
1.578,0.38192,-0.1145,-0.43034,-0.08192,0.43826,-0.26056,0.5706,0.47524,0.59426,0.5952,0.3058,0.05752
1.58,0.38192,-0.10476,-0.41908,-0.08936,0.42992,-0.2553,0.58058,0.48362,0.60324,0.60206,0.31236,0.06496
1.582,0.398,-0.09988,-0.4247,-0.10426,0.4466,-0.2553,0.5756,0.48362,0.60504,0.6055,0.31454,0.06496
1.584,0.40604,-0.09502,-0.4247,-0.1117,0.4466,-0.25002,0.5756,0.48572,0.61042,0.61238,0.3189,0.07238
1.586,0.40604,-0.0804,-0.41346,-0.1266,0.4466,-0.2395,0.58058,0.492,0.6176,0.62096,0.32764,0.0798
1.588,0.41408,-0.07064,-0.40784,-0.13406,0.4466,-0.22898,0.58556,0.49828,0.62298,0.62956,0.33638,0.08724
1.59,0.41408,-0.07064,-0.40784,-0.13406,0.4466,-0.22898,0.59054,0.50246,0.63018,0.63986,0.34512,0.09466
1.592,0.40604,-0.07552,-0.40784,-0.1266,0.43826,-0.23424,0.59054,0.50456,0.63196,0.6433,0.35168,0.10208
1.594,0.41408,-0.07552,-0.41346,-0.13406,0.4466,-0.23424,0.59054,0.50666,0.63736,0.64672,0.36042,0.11322
1.596,0.42212,-0.07552,-0.41908,-0.13406,0.45496,-0.2395,0.59054,0.50874,0.63736,0.65016,0.36916,0.11694
1.598,0.40604,-0.07552,-0.40784,-0.1266,0.43826,-0.23424,0.6005,0.50874,0.63736,0.65188,0.3757,0.12808
1.6,0.40604,-0.07064,-0.4022,-0.13406,0.43826,-0.22898,0.59552,0.50874,0.63736,0.6536,0.38226,0.1355
1.602,0.41408,-0.05116,-0.38534,-0.14894,0.42992,-0.20792,0.58556,0.50456,0.63376,0.6536,0.38444,0.13922
1.604,0.42212,-0.03654,-0.37408,-0.16384,0.42156,-0.19738,0.5756,0.50038,0.63018,0.6536,0.38662,0.14664
1.606,0.44624,-0.0073,-0.3572,-0.19362,0.42156,-0.17108,0.56562,0.49828,0.62838,0.6536,0.391,0.15778
1.608,0.43016,-0.00244,-0.3347,-0.19362,0.39652,-0.15528,0.56064,0.492,0.62298,0.65532,0.39536,0.1615
1.61,0.44624,0.01216,-0.32908,-0.20852,0.40486,-0.14476,0.56064,0.48782,0.6176,0.65532,0.39974,0.16892
1.612,0.47038,0.03166,-0.32346,-0.2383,0.41322,-0.13422,0.55068,0.47734,0.60682,0.64844,0.39974,0.17262
1.614,0.47038,0.04626,-0.3122,-0.24576,0.39652,-0.11844,0.5407,0.46896,0.59606,0.64502,0.40192,0.18376
1.616,0.47842,0.05114,-0.3122,-0.2532,0.40486,-0.11318,0.51578,0.4564,0.5817,0.63126,0.39754,0.18006
1.618,0.44624,0.05114,-0.2897,-0.2383,0.37148,-0.10264,0.50084,0.43966,0.56374,0.6158,0.38882,0.17634
1.62,0.44624,0.07062,-0.2672,-0.2532,0.35478,-0.08158,0.49088,0.42918,0.54758,0.60206,0.38226,0.17634
1.622,0.46234,0.095,-0.25034,-0.28298,0.34642,-0.06054,0.47592,0.41244,0.52784,0.5866,0.3757,0.16892
1.624,0.42212,0.095,-0.2222,-0.26064,0.30468,-0.05,0.46596,0.39568,0.51346,0.57114,0.3626,0.15778
1.626,0.398,0.09012,-0.20534,-0.24576,0.27964,-0.04474,0.44602,0.37894,0.49372,0.55396,0.34512,0.14292
1.628,0.36584,0.09012,-0.18284,-0.23086,0.24626,-0.03948,0.4211,0.36218,0.47396,0.53164,0.32546,0.12436
1.63,0.34976,0.095,-0.16596,-0.22342,0.2212,-0.02896,0.40116,0.34334,0.45062,0.5093,0.30362,0.10952
1.632,0.33368,0.095,-0.1547,-0.21596,0.20452,-0.02368,0.38124,0.3266,0.43088,0.4887,0.28832,0.09094
1.634,0.32564,0.09986,-0.14346,-0.21596,0.20452,-0.01316,0.36628,0.31404,0.41292,0.47152,0.27304,0.0798
1.636,0.30956,0.095,-0.13784,-0.20852,0.18782,-0.01316,0.35632,0.30148,0.39498,0.44574,0.25556,0.06124
1.638,0.30956,0.09012,-0.14346,-0.20108,0.19616,-0.01842,0.35134,0.28682,0.37522,0.43028,0.23808,0.0464
1.64,0.28544,0.06576,-0.1547,-0.17874,0.18782,-0.03948,0.3314,0.27006,0.35726,0.40452,0.20968,0.0204
1.642,0.25326,0.0414,-0.16034,-0.14894,0.17946,-0.05,0.31644,0.2554,0.33752,0.38048,0.19002,-0.00558
1.644,0.22914,0.0219,-0.16596,-0.11916,0.17112,-0.06054,0.31644,0.24704,0.32316,0.36502,0.17256,-0.02414
1.646,0.2211,0.00242,-0.18284,-0.10426,0.17946,-0.08158,0.31146,0.23448,0.31058,0.34784,0.1529,-0.03528
1.648,0.20502,-0.01706,-0.1997,-0.07448,0.17946,-0.10264,0.3015,0.224,0.29622,0.33066,0.13104,-0.06126
1.65,0.14874,-0.04142,-0.18846,-0.0298,0.14608,-0.1079,0.28654,0.21354,0.28544,0.31348,0.11576,-0.07982
1.652,0.10854,-0.0609,-0.18284,0.0,0.12102,-0.11844,0.28654,0.20726,0.27468,0.30146,0.10702,-0.0984
1.654,0.08442,-0.0804,-0.18284,0.02976,0.10434,-0.12896,0.28156,0.20098,0.2639,0.29114,0.09172,-0.11696
1.656,0.08442,-0.09502,-0.20534,0.0372,0.12102,-0.14476,0.2716,0.1926,0.25134,0.27568,0.07862,-0.1318
1.658,0.1005,-0.10962,-0.23346,0.04466,0.15442,-0.1658,0.27658,0.1905,0.24236,0.26538,0.06988,-0.13924
1.66,0.10854,-0.11938,-0.25034,0.04466,0.17112,-0.1816,0.2716,0.18632,0.23876,0.25508,0.06332,-0.13924
1.662,0.12462,-0.11938,-0.26158,0.0372,0.18782,-0.18686,0.26662,0.18214,0.23158,0.2482,0.0524,-0.15038
1.664,0.10854,-0.12424,-0.25596,0.0521,0.17112,-0.18686,0.26662,0.18004,0.2262,0.24306,0.04148,-0.16152
1.666,0.11658,-0.12424,-0.26158,0.04466,0.17946,-0.18686,0.26662,0.17794,0.22262,0.23446,0.03274,-0.16894
1.668,0.09246,-0.13886,-0.26158,0.067,0.17112,-0.19738,0.26662,0.17584,0.22262,0.23102,0.0262,-0.17636
1.67,0.06028,-0.1681,-0.2672,0.11168,0.15442,-0.21318,0.26662,0.17376,0.21902,0.2276,0.02182,-0.1838
1.672,0.0442,-0.18272,-0.27284,0.12658,0.14608,-0.2237,0.26162,0.16748,0.21184,0.22244,0.01528,-0.19122
1.674,0.05224,-0.18758,-0.28408,0.12658,0.16276,-0.23424,0.26662,0.16956,0.21184,0.22072,0.01964,-0.1838
1.676,0.06028,-0.19734,-0.30096,0.12658,0.17946,-0.24476,0.25664,0.16748,0.20824,0.21556,0.01528,-0.19122
1.678,0.06028,-0.2022,-0.3122,0.13402,0.18782,-0.2553,0.25166,0.16538,0.20286,0.2087,0.00872,-0.19864
1.68,0.05224,-0.2022,-0.30658,0.13402,0.17946,-0.2553,0.25166,0.16328,0.19926,0.20354,0.00436,-0.20236
1.682,0.05224,-0.19734,-0.29534,0.12658,0.17112,-0.24476,0.25664,0.1612,0.19748,0.2001,0.0,-0.20978
1.684,0.06832,-0.19734,-0.30658,0.12658,0.18782,-0.25002,0.25664,0.16748,0.19926,0.20182,0.0,-0.20978
1.686,0.05224,-0.2022,-0.30658,0.13402,0.17946,-0.2553,0.24668,0.16328,0.19748,0.19838,-0.00874,-0.2172
1.688,0.03616,-0.20708,-0.30096,0.14892,0.16276,-0.2553,0.2417,0.1612,0.19568,0.19838,-0.01092,-0.22464
1.69,0.0442,-0.20708,-0.30658,0.14146,0.17112,-0.2553,0.2417,0.1591,0.19568,0.19838,-0.01092,-0.22464
1.692,0.03616,-0.21194,-0.30658,0.14892,0.17112,-0.2553,0.2417,0.157,0.19388,0.19666,-0.01092,-0.23206
1.694,0.02008,-0.22656,-0.3122,0.17126,0.16276,-0.26582,0.25166,0.1612,0.19388,0.19666,-0.00874,-0.22464
1.696,0.02008,-0.2363,-0.31784,0.1787,0.17112,-0.27634,0.25166,0.1612,0.19388,0.19666,-0.00436,-0.22092
1.698,0.02008,-0.23144,-0.31784,0.17126,0.17112,-0.27108,0.25166,0.16328,0.19388,0.19496,-0.00436,-0.22092
1.7,0.06832,-0.21194,-0.32346,0.13402,0.20452,-0.26582,0.24668,0.1612,0.19208,0.18808,-0.01092,-0.22464
1.702,0.07636,-0.20708,-0.32346,0.12658,0.20452,-0.26056,0.25166,0.1591,0.19208,0.18636,-0.0131,-0.23206
1.704,0.0442,-0.21682,-0.31784,0.14892,0.17946,-0.26056,0.25166,0.16328,0.19208,0.18808,-0.0131,-0.22834
1.706,0.0442,-0.21194,-0.3122,0.14892,0.17946,-0.2553,0.25664,0.1612,0.19208,0.18636,-0.01528,-0.22834
1.708,0.06028,-0.20708,-0.31784,0.13402,0.18782,-0.2553,0.26162,0.16328,0.19388,0.18808,-0.01528,-0.22834
1.71,0.05224,-0.21194,-0.31784,0.14146,0.18782,-0.26056,0.25664,0.16328,0.19568,0.19324,-0.01528,-0.22834
1.712,0.0442,-0.21194,-0.3122,0.14892,0.17946,-0.2553,0.25664,0.1612,0.19568,0.19496,-0.0131,-0.23206
1.714,0.06028,-0.21194,-0.31784,0.14146,0.19616,-0.26056,0.25664,0.16328,0.19568,0.19666,-0.01092,-0.23206
1.716,0.07636,-0.21682,-0.3347,0.13402,0.20452,-0.27108,0.26162,0.1612,0.19388,0.19152,-0.0131,-0.23578
1.718,0.06832,-0.21682,-0.32908,0.14146,0.20452,-0.27108,0.25664,0.1612,0.19388,0.19324,-0.0131,-0.22834
1.72,0.01204,-0.2217,-0.30096,0.17126,0.15442,-0.2553,0.26162,0.16328,0.19568,0.19324,-0.0131,-0.22464
1.722,0.02812,-0.2217,-0.3122,0.1638,0.17112,-0.26056,0.26162,0.16538,0.19748,0.19152,-0.0131,-0.22834
1.724,0.03616,-0.23144,-0.32346,0.1638,0.18782,-0.27634,0.25664,0.16748,0.19748,0.19324,-0.01528,-0.22464
1.726,0.03616,-0.2363,-0.32908,0.17126,0.18782,-0.2816,0.25166,0.16328,0.19568,0.1898,-0.01748,-0.22834
1.728,0.03616,-0.2363,-0.32908,0.17126,0.18782,-0.2816,0.25166,0.16538,0.19748,0.19324,-0.01528,-0.22834
1.73,0.02812,-0.25092,-0.34034,0.18614,0.19616,-0.29214,0.25664,0.16538,0.19926,0.19324,-0.01528,-0.22834
1.732,0.02812,-0.24606,-0.3347,0.1787,0.18782,-0.28688,0.26162,0.16538,0.19926,0.19496,-0.0131,-0.22834
1.734,0.02008,-0.24118,-0.32346,0.1787,0.17946,-0.2816,0.26662,0.16956,0.20106,0.19838,-0.00436,-0.22092
1.736,0.0442,-0.23144,-0.32908,0.1638,0.19616,-0.27634,0.26162,0.16748,0.20106,0.19666,-0.00436,-0.22092
1.738,0.05224,-0.2217,-0.32346,0.14892,0.19616,-0.27108,0.26662,0.17166,0.20286,0.19838,-0.00436,-0.22092
1.74,0.06028,-0.21194,-0.31784,0.14146,0.19616,-0.26056,0.26162,0.16956,0.20106,0.19666,-0.00436,-0.22092
1.742,0.06028,-0.2022,-0.3122,0.13402,0.18782,-0.2553,0.25664,0.16748,0.20106,0.19666,-0.00656,-0.22464
1.744,0.0442,-0.20708,-0.30658,0.14146,0.17112,-0.2553,0.26662,0.16956,0.20286,0.19838,-0.00656,-0.22092
1.746,0.03616,-0.21682,-0.3122,0.15636,0.17112,-0.26056,0.26162,0.16748,0.20106,0.19496,-0.01092,-0.22834
1.748,0.05224,-0.21682,-0.31784,0.14892,0.18782,-0.26582,0.26662,0.16956,0.20286,0.19838,-0.00874,-0.22834
1.75,0.0442,-0.21682,-0.31784,0.14892,0.17946,-0.26056,0.26662,0.16956,0.20286,0.19838,-0.00656,-0.22092
1.752,0.03616,-0.2217,-0.31784,0.15636,0.17946,-0.26582,0.25664,0.16748,0.20106,0.19838,-0.00656,-0.22464
1.754,0.02008,-0.22656,-0.3122,0.17126,0.16276,-0.26582,0.25664,0.16748,0.19926,0.19666,-0.00874,-0.22092
1.756,0.05224,-0.2217,-0.32346,0.14892,0.19616,-0.27108,0.25664,0.16748,0.19926,0.19666,-0.00656,-0.22092
1.758,0.06832,-0.21682,-0.32908,0.14146,0.20452,-0.27108,0.25664,0.16748,0.20106,0.19666,-0.00436,-0.2135
1.76,0.0442,-0.2217,-0.31784,0.15636,0.18782,-0.26582,0.26162,0.16956,0.20106,0.19666,-0.00656,-0.2135
1.762,0.02812,-0.2217,-0.3122,0.1638,0.17112,-0.26056,0.25664,0.16748,0.20106,0.19666,-0.00656,-0.22092
1.764,0.02812,-0.22656,-0.31784,0.1638,0.17112,-0.26582,0.26162,0.16956,0.20286,0.19666,-0.00874,-0.2172
1.766,0.05224,-0.21682,-0.31784,0.14892,0.18782,-0.26582,0.26162,0.17166,0.20286,0.19666,-0.00874,-0.22092
1.768,0.06028,-0.2022,-0.3122,0.13402,0.18782,-0.2553,0.26662,0.17376,0.20646,0.20182,-0.00656,-0.22092
1.77,0.06028,-0.21194,-0.31784,0.14146,0.19616,-0.26056,0.26662,0.17166,0.20466,0.20182,-0.00874,-0.22092
1.772,0.03616,-0.21682,-0.3122,0.15636,0.17112,-0.26056,0.26162,0.16748,0.20286,0.2001,-0.00874,-0.22834
1.774,0.0442,-0.21682,-0.31784,0.14892,0.17946,-0.26056,0.26662,0.16748,0.20286,0.2001,-0.00656,-0.22092
1.776,0.06028,-0.21682,-0.32346,0.14146,0.19616,-0.26582,0.26162,0.16748,0.20106,0.2001,-0.00656,-0.22464
1.778,0.06028,-0.21194,-0.31784,0.14146,0.19616,-0.26056,0.26662,0.16748,0.20106,0.19838,-0.00656,-0.22092
1.78,0.0442,-0.21682,-0.31784,0.14892,0.17946,-0.26056,0.26162,0.16748,0.20286,0.19838,-0.00874,-0.22092
1.782,0.05224,-0.21194,-0.31784,0.14146,0.18782,-0.26056,0.25664,0.16748,0.20466,0.19666,-0.00874,-0.22464
1.784,0.03616,-0.2217,-0.31784,0.15636,0.17946,-0.26582,0.26162,0.16956,0.20466,0.19838,-0.00874,-0.2172
1.786,0.03616,-0.2217,-0.31784,0.15636,0.17946,-0.26582,0.26162,0.16956,0.20466,0.19666,-0.00656,-0.22092
1.788,0.05224,-0.20708,-0.3122,0.14146,0.17946,-0.2553,0.25664,0.16956,0.20466,0.19838,-0.00436,-0.22092
1.79,0.06832,-0.20708,-0.31784,0.13402,0.19616,-0.26056,0.25166,0.16748,0.20286,0.19838,-0.00656,-0.22092
1.792,0.06028,-0.19734,-0.30658,0.12658,0.17946,-0.25002,0.25166,0.16538,0.20286,0.19838,-0.00656,-0.22834
1.794,0.0442,-0.19734,-0.29534,0.13402,0.16276,-0.24476,0.26162,0.16748,0.20286,0.19838,-0.00436,-0.22464
1.796,0.05224,-0.19734,-0.30096,0.13402,0.17112,-0.25002,0.26162,0.16538,0.20106,0.19838,-0.00436,-0.22464
1.798,0.06028,-0.2022,-0.3122,0.13402,0.18782,-0.2553,0.26662,0.16538,0.20106,0.19666,-0.00436,-0.22092
1.8,0.06832,-0.21194,-0.32346,0.13402,0.20452,-0.26582,0.26162,0.16328,0.19926,0.19324,-0.00874,-0.22834
1.802,0.06028,-0.2022,-0.3122,0.13402,0.18782,-0.2553,0.25664,0.1612,0.19748,0.19496,-0.01092,-0.23206
1.804,0.0442,-0.19734,-0.29534,0.13402,0.16276,-0.24476,0.26662,0.16956,0.20466,0.2001,-0.00436,-0.2135
1.806,0.06028,-0.2022,-0.3122,0.13402,0.18782,-0.2553,0.26162,0.16748,0.20286,0.2001,-0.00874,-0.22092
1.808,0.06028,-0.20708,-0.31784,0.13402,0.18782,-0.2553,0.25166,0.16538,0.20106,0.19666,-0.00874,-0.22464
1.81,0.06028,-0.20708,-0.31784,0.13402,0.18782,-0.2553,0.25166,0.16538,0.19926,0.19838,-0.00874,-0.22092
1.812,0.03616,-0.20708,-0.30096,0.14892,0.16276,-0.2553,0.25166,0.16538,0.19926,0.19838,-0.00874,-0.22464
1.814,0.02812,-0.20708,-0.29534,0.14892,0.15442,-0.25002,0.25664,0.16328,0.19926,0.19838,-0.00874,-0.22464
1.816,0.03616,-0.20708,-0.30096,0.14892,0.16276,-0.2553,0.25166,0.16328,0.19926,0.19666,-0.00874,-0.22834
1.818,0.03616,-0.2022,-0.29534,0.14146,0.16276,-0.25002,0.24668,0.16328,0.19568,0.19496,-0.00874,-0.23206
1.82,0.03616,-0.20708,-0.30096,0.14892,0.16276,-0.2553,0.2417,0.1612,0.19388,0.19152,-0.01092,-0.23578
1.822,0.02008,-0.20708,-0.2897,0.15636,0.14608,-0.25002,0.2417,0.1591,0.19208,0.19152,-0.01528,-0.23578
1.824,0.02812,-0.20708,-0.29534,0.14892,0.15442,-0.25002,0.24668,0.1591,0.19388,0.19324,-0.01528,-0.22834
1.826,0.0442,-0.2022,-0.30096,0.14146,0.17112,-0.25002,0.24668,0.1591,0.19388,0.19324,-0.01528,-0.23206
1.828,0.0442,-0.19246,-0.28408,0.12658,0.15442,-0.23424,0.25166,0.1612,0.19568,0.19496,-0.0131,-0.22834
1.83,0.0442,-0.2022,-0.30096,0.14146,0.17112,-0.25002,0.24668,0.1591,0.19388,0.19324,-0.01528,-0.23206
1.832,0.05224,-0.21682,-0.31784,0.14892,0.18782,-0.26582,0.24668,0.157,0.19208,0.19324,-0.01528,-0.23206
1.834,0.05224,-0.21682,-0.31784,0.14892,0.18782,-0.26582,0.24668,0.157,0.19208,0.19496,-0.01092,-0.22092
1.836,0.0442,-0.2217,-0.31784,0.15636,0.18782,-0.26582,0.24668,0.157,0.1903,0.1898,-0.0131,-0.22464
1.838,0.0442,-0.20708,-0.30658,0.14146,0.17112,-0.2553,0.24668,0.157,0.1903,0.1898,-0.01528,-0.22464
1.84,0.0442,-0.20708,-0.30658,0.14146,0.17112,-0.2553,0.2367,0.15492,0.1885,0.18636,-0.01528,-0.23206
1.842,0.06028,-0.2022,-0.3122,0.13402,0.18782,-0.2553,0.23172,0.15282,0.1867,0.18636,-0.01748,-0.23948
1.844,0.06028,-0.20708,-0.31784,0.13402,0.18782,-0.2553,0.2417,0.15492,0.1885,0.18636,-0.01966,-0.23948
1.846,0.03616,-0.2022,-0.29534,0.14146,0.16276,-0.25002,0.24668,0.15492,0.1885,0.18636,-0.02184,-0.23948
1.848,0.02008,-0.2022,-0.28408,0.14892,0.14608,-0.24476,0.25166,0.157,0.1903,0.1898,-0.01748,-0.23578
1.85,0.03616,-0.20708,-0.30096,0.14892,0.16276,-0.2553,0.25166,0.15492,0.1903,0.1898,-0.01748,-0.23206
1.852,0.0442,-0.21194,-0.3122,0.14892,0.17946,-0.2553,0.24668,0.15492,0.1867,0.18636,-0.01966,-0.23948
1.854,0.02008,-0.23144,-0.31784,0.17126,0.17112,-0.27108,0.24668,0.15282,0.1867,0.18636,-0.01966,-0.23948
1.856,0.02008,-0.2363,-0.31784,0.1787,0.17112,-0.27634,0.2417,0.15072,0.18312,0.18292,-0.01966,-0.2432
1.858,0.03616,-0.23144,-0.32346,0.1638,0.18782,-0.27634,0.24668,0.15282,0.1867,0.18464,-0.01528,-0.23206
1.86,0.02812,-0.2363,-0.32346,0.17126,0.17946,-0.27634,0.25166,0.15282,0.1867,0.18464,-0.01528,-0.23206
1.862,0.05224,-0.22656,-0.32908,0.15636,0.19616,-0.27634,0.25166,0.15072,0.1849,0.1812,-0.01748,-0.23948
1.864,0.06832,-0.2217,-0.3347,0.14146,0.20452,-0.27634,0.2417,0.14864,0.1849,0.1812,-0.02184,-0.23948
1.866,0.004,-0.22656,-0.30096,0.1787,0.14608,-0.26056,0.25166,0.15492,0.1885,0.18464,-0.01966,-0.23578
1.868,-0.01206,-0.2217,-0.28408,0.1787,0.12938,-0.2553,0.25166,0.15492,0.1885,0.18636,-0.01966,-0.23578
1.87,0.03616,-0.20708,-0.30096,0.14892,0.16276,-0.2553,0.24668,0.15282,0.1885,0.18636,-0.01966,-0.23948
1.872,0.03616,-0.21194,-0.30658,0.14892,0.17112,-0.2553,0.2417,0.15072,0.1849,0.18636,-0.02184,-0.23948
1.874,0.02008,-0.2217,-0.30658,0.1638,0.16276,-0.26056,0.2367,0.14864,0.1849,0.18636,-0.02184,-0.23948
1.876,0.01204,-0.22656,-0.30658,0.17126,0.15442,-0.26056,0.23172,0.14654,0.18132,0.18292,-0.02184,-0.2432
1.878,0.004,-0.23144,-0.30658,0.1787,0.15442,-0.26582,0.2367,0.14654,0.18132,0.1812,-0.02184,-0.23948
1.88,0.004,-0.2363,-0.3122,0.18614,0.15442,-0.27108,0.23172,0.14654,0.18132,0.1795,-0.02402,-0.23948
1.882,0.02812,-0.23144,-0.31784,0.17126,0.17946,-0.27108,0.22674,0.14654,0.17952,0.17778,-0.0284,-0.2432
1.884,0.05224,-0.21682,-0.31784,0.14892,0.18782,-0.26582,0.22176,0.14654,0.17952,0.1795,-0.0284,-0.2432
1.886,0.0442,-0.21682,-0.31784,0.14892,0.17946,-0.26056,0.22674,0.15072,0.18312,0.1795,-0.0284,-0.2432
1.888,0.004,-0.23144,-0.30658,0.1787,0.15442,-0.26582,0.22176,0.14654,0.18132,0.1795,-0.03058,-0.2469
1.89,0.02008,-0.22656,-0.3122,0.17126,0.16276,-0.26582,0.22674,0.14654,0.17952,0.17778,-0.03276,-0.25062
1.892,0.03616,-0.21682,-0.3122,0.15636,0.17112,-0.26056,0.23172,0.15072,0.17952,0.1812,-0.0284,-0.2469
1.894,0.03616,-0.2217,-0.31784,0.15636,0.17946,-0.26582,0.23172,0.15072,0.18132,0.1812,-0.02622,-0.2432
1.896,0.05224,-0.2217,-0.32346,0.14892,0.19616,-0.27108,0.2367,0.15282,0.18132,0.1812,-0.02402,-0.23948
1.898,0.06028,-0.21194,-0.31784,0.14146,0.19616,-0.26056,0.2367,0.15282,0.18312,0.1812,-0.02184,-0.23578
1.9,0.06028,-0.21682,-0.32346,0.14146,0.19616,-0.26582,0.2367,0.15072,0.18312,0.17778,-0.02402,-0.23578
1.902,0.0442,-0.2217,-0.31784,0.15636,0.18782,-0.26582,0.2367,0.15282,0.18312,0.17778,-0.02402,-0.23578
1.904,0.05224,-0.21682,-0.31784,0.14892,0.18782,-0.26582,0.2367,0.15072,0.18312,0.17606,-0.02402,-0.23206
1.906,0.03616,-0.2217,-0.31784,0.15636,0.17946,-0.26582,0.23172,0.15072,0.18312,0.17606,-0.02622,-0.23578
1.908,0.02812,-0.22656,-0.31784,0.1638,0.17112,-0.26582,0.23172,0.14864,0.18132,0.17606,-0.03058,-0.2432
